Pallet: "pallet_template", Extrinsic: "do_something", Lowest values: [], Highest values: [], Steps: [50], Repeat: 20
86,24635,3236,0,4,1,2
86,24796,5461,0,4,1,2
86,31232,3868,0,4,1,2
86,44147,3395,0,4,1,2
86,25635,3422,0,4,1,2
86,25008,3346,0,4,1,2
86,24734,3339,0,4,1,2
86,24913,3345,0,4,1,2
86,24644,3269,0,4,1,2
86,24931,3296,0,4,1,2
86,33392,4260,0,4,1,2
86,24147,3378,0,4,1,2
86,24139,3255,0,4,1,2
86,23854,3102,0,4,1,2
86,24339,3112,0,4,1,2
88,23599,3188,0,4,1,2
88,24129,3042,0,4,1,2
88,24330,3234,0,4,1,2
88,72085,3916,0,4,1,2
88,25327,3263,0,4,1,2
88,41346,3124,0,4,1,2
88,24078,3097,0,4,1,2
88,24333,3188,0,4,1,2
88,23726,3116,0,4,1,2
88,23998,3181,0,4,1,2
88,24133,3073,0,4,1,2
88,24097,3245,0,4,1,2
88,24358,20685,0,4,1,2
88,31126,4422,0,4,1,2
88,28649,3790,0,4,1,2
88,44275,3074,0,4,1,2
88,23328,3090,0,4,1,2
88,23622,3011,0,4,1,2
88,23532,3043,0,4,1,2
88,23461,2977,0,4,1,2
90,23518,3134,0,4,1,2
90,92179,4166,0,4,1,2
90,24846,3342,0,4,1,2
90,24467,3206,0,4,1,2
90,44201,3211,0,4,1,2
90,23543,3111,0,4,1,2
90,23802,3160,0,4,1,2
90,23212,3091,0,4,1,2
90,23556,3074,0,4,1,2
90,23472,3097,0,4,1,2
90,23021,3133,0,4,1,2
90,25558,3752,0,4,1,2
90,42695,20616,0,4,1,2
90,28581,3650,0,4,1,2
90,27258,3499,0,4,1,2
90,58681,3035,0,4,1,2
90,30944,3194,0,4,1,2
90,22787,2983,0,4,1,2
90,86465,4595,0,4,1,2
90,29215,3696,0,4,1,2
92,57920,3271,0,4,1,2
92,48887,3425,0,4,1,2
92,25375,3338,0,4,1,2
92,25446,3285,0,4,1,2
92,25566,5192,0,4,1,2
92,28064,3548,0,4,1,2
92,73628,3088,0,4,1,2
92,23420,3016,0,4,1,2
92,23469,3024,0,4,1,2
92,23532,3040,0,4,1,2
92,23876,3070,0,4,1,2
92,23509,3119,0,4,1,2
92,23546,3011,0,4,1,2
92,24073,3084,0,4,1,2
92,60807,3989,0,4,1,2
92,24482,3180,0,4,1,2
92,23287,3179,0,4,1,2
92,23542,3069,0,4,1,2
92,23034,3124,0,4,1,2
92,23649,3061,0,4,1,2
94,23076,3122,0,4,1,2
94,23211,3159,0,4,1,2
94,23591,3032,0,4,1,2
94,58307,5468,0,4,1,2
94,30821,3757,0,4,1,2
94,28461,3589,0,4,1,2
94,43718,3179,0,4,1,2
94,24339,3295,0,4,1,2
94,43060,3265,0,4,1,2
94,25376,3771,0,4,1,2
94,36300,4435,0,4,1,2
94,28782,3854,0,4,1,2
94,28641,3685,0,4,1,2
94,28039,3775,0,4,1,2
94,28088,3675,0,4,1,2
94,28271,3769,0,4,1,2
94,28025,3643,0,4,1,2
94,28064,3762,0,4,1,2
94,43951,5593,0,4,1,2
94,29152,3646,0,4,1,2
96,41136,3235,0,4,1,2
96,23998,3198,0,4,1,2
96,24205,3014,0,4,1,2
96,23996,3003,0,4,1,2
96,23608,3069,0,4,1,2
96,23473,3101,0,4,1,2
96,33152,4188,0,4,1,2
96,24776,3157,0,4,1,2
96,24779,3061,0,4,1,2
96,23317,3025,0,4,1,2
96,23329,3002,0,4,1,2
96,23360,3051,0,4,1,2
96,23138,3049,0,4,1,2
96,23571,2977,0,4,1,2
96,23288,3054,0,4,1,2
96,23450,5400,0,4,1,2
96,30695,3944,0,4,1,2
96,28724,3664,0,4,1,2
96,44176,19648,0,4,1,2
96,22857,2979,0,4,1,2
98,22295,2975,0,4,1,2
98,22788,2962,0,4,1,2
98,22691,3007,0,4,1,2
98,64592,4026,0,4,1,2
98,25078,3260,0,4,1,2
98,24608,3189,0,4,1,2
98,23131,3071,0,4,1,2
98,22842,2996,0,4,1,2
98,22583,2922,0,4,1,2
98,22852,2927,0,4,1,2
98,22587,3035,0,4,1,2
98,22860,3118,0,4,1,2
98,22800,2984,0,4,1,2
98,22910,4953,0,4,1,2
98,26235,3364,0,4,1,2
98,24192,3238,0,4,1,2
98,24355,3116,0,4,1,2
98,23011,3020,0,4,1,2
98,22787,2995,0,4,1,2
98,22786,2975,0,4,1,2
100,22713,2959,0,4,1,2
100,22720,2914,0,4,1,2
100,22570,2846,0,4,1,2
100,116718,4610,0,4,1,2
100,27439,3618,0,4,1,2
100,46061,2960,0,4,1,2
100,22743,2953,0,4,1,2
100,23010,2935,0,4,1,2
100,22678,2954,0,4,1,2
100,22488,2979,0,4,1,2
100,22541,3022,0,4,1,2
100,23154,2993,0,4,1,2
100,63331,4157,0,4,1,2
100,26041,3167,0,4,1,2
100,24972,3023,0,4,1,2
100,22991,2936,0,4,1,2
100,23032,2922,0,4,1,2
100,22624,2952,0,4,1,2
100,22747,2936,0,4,1,2
100,22874,2954,0,4,1,2

Median Slopes Analysis
========
-- Extrinsic Time --

Model:
Time ~=    28.04
    + s        0
              µs

Reads = 0 + (0 * s)
Writes = 1 + (0 * s)
Min Squares Analysis
========
-- Extrinsic Time --

Data points distribution:
    s   mean µs  sigma µs       %
    0        29     0.279    0.9%
    2     28.63     0.131    0.4%
    4     28.34      0.09    0.3%
    6     28.42     0.098    0.3%
    8      28.3      0.19    0.6%
   10     28.37     0.142    0.5%
   12     28.44     0.112    0.3%
   14     28.62     0.125    0.4%
   16     28.37     0.071    0.2%
   18     28.14     0.365    1.2%
   20     27.82      0.39    1.4%
   22     26.95     1.847    6.8%
   24      25.3     1.421    5.6%
   26     26.04     1.074    4.1%
   28     25.23     1.832    7.2%
   30     22.99     0.618    2.6%
   32     23.83     0.915    3.8%
   34     22.97     0.146    0.6%
   36     24.11     1.915    7.9%
   38     24.45     1.629    6.6%
   40     30.12     5.731   19.0%
   42     23.33     0.363    1.5%
   44     23.13      0.63    2.7%
   46      23.1     0.453    1.9%
   48     23.23     0.625    2.6%
   50     26.63     2.461    9.2%
   52     22.75      0.14    0.6%
   54     23.43     1.188    5.0%
   56     23.79     0.827    3.4%
   58     23.04     0.391    1.6%
   60     23.21     0.454    1.9%
   62     23.22     0.821    3.5%
   64      22.9     0.134    0.5%
   66     28.53     0.316    1.1%
   68     39.33     6.886   17.5%
   70     32.46     6.302   19.4%
   72     29.46     4.811   16.3%
   74     26.64     0.363    1.3%
   76     26.32      1.07    4.0%
   78     26.01     0.845    3.2%
   80     27.69     2.012    7.2%
   82      25.6     0.208    0.8%
   84     25.82     0.635    2.4%
   86     24.89     0.134    0.5%
   88     24.25       0.4    1.6%
   90     26.17     2.518    9.6%
   92      24.3     0.805    3.3%
   94     28.63     0.811    2.8%
   96     23.92     0.501    2.0%
   98     23.01     0.404    1.7%
  100     23.09     0.642    2.7%

Quality and confidence:
param     error
s         0.005

Model:
Time ~=    27.16
    + s        0
              µs

Reads = 0 + (0 * s)
Writes = 1 + (0 * s)
